2004    17	Cincinnati	536	324	60.4	3301	6.6	76	23	22	31	219	77.0	206
2004    18	Houston	471	286	60.7	3246	7.5	69	16	14	49	301	83.0	203
2004    19	Jacksonville	513	305	59.5	3159	6.5	65	17	11	32	156	80.7	197
2004    20	San Francisco	561	325	57.9	3136	6.2	65	16	21	52	319	69.9	196
2004    21	Miami	586	309	52.7	3065	5.8	76	19	26	52	326	62.5	192
2004    22	NY Jets	438	282	64.4	3050	7.4	69	19	11	31	181	90.5	191
2004    23	Detroit	505	285	56.4	2916	6.2	62	19	13	37	208	76.7	182
2004    24	Arizona	533	299	56.1	2882	6.0	48	14	18	39	320	68.6	180
2004    25	Cleveland	439	251	57.2	2824	7.0	99	21	21	41	252	74.9	177
2004    26	NY Giants	475	269	56.6	2818	6.5	62	12	13	52	279	73.5	176
2004    27	Buffalo	461	262	56.8	2817	6.6	69	21	17	38	215	76.7	176
2004    28	Pittsburgh	358	228	63.7	2720	8.3	58	20	13	36	250	93.2	170
2004    29	Washington	514	288	56.0	2632	5.6	51	18	17	38	242	70.0	165
2004    30	Atlanta	395	217	54.9	2412	6.8	62	15	16	50	280	72.0	151
2004    31	Baltimore	465	258	55.5	2312	5.5	57	13	11	35	247	70.7	145
2004    32	Chicago	471	249	52.9	2192	5.6	63	9	16	66	449	61.7	137
2003    1	Indianapolis	569	381	67.0	4179	7.5	79	29	10	19	110	99.0	261
2003    2	Kansas City	536	339	63.2	3981	7.7	67	24	12	21	132	92.4	249
2003    3	St. Louis	600	377	62.8	3961	7.1	48	23	23	43	326	81.0	248
2003    4	Minnesota	520	333	64.0	3951	8.0	72	32	13	42	218	98.9	247
2003    5	Tennessee	502	315	62.7	3878	8.0	73	30	9	25	153	100.3	242
2003    6	Tampa Bay	592	369	62.3	3805	6.7	76	27	22	23	136	81.5	238
2003    7	Seattle	521	317	60.8	3618	7.4	80	27	16	43	254	88.2	226
2003    8	New Orleans	535	314	58.7	3438	6.8	76	25	8	36	203	88.7	215
2003    9	New England	537	320	59.6	3432	6.8	82	23	13	32	219	84.3	215
2003    10	San Francisco	511	299	58.5	3408	7.0	75	25	15	28	158	84.0	213
2003    11	NY Giants	616	344	55.8	3383	5.9	77	16	20	44	259	68.4	211
2003    12	Cincinnati	520	324	62.3	3342	6.9	82	26	15	37	249	87.4	209
2003    13	NY Jets	496	312	62.9	3316	7.1	65	20	14	31	208	85.8	207
2003    14	Pittsburgh	532	306	57.5	3304	6.7	81	19	17	42	244	76.4	207
2003    15	Jacksonville	515	303	58.8	3285	6.6	84	17	17	28	136	76.0	205
2003    16	Green Bay	473	310	65.5	3240	7.1	66	32	21	19	137	90.5	203
2003    17	Dallas	510	294	57.6	3162	6.6	64	17	21	37	185	71.4	198
2003    18	Carolina	460	270	58.7	3050	7.0	67	19	16	26	188	79.6	191
2003    19	San Diego	525	297	56.6	3021	6.1	73	21	19	29	205	73.1	189
2003    20	Philadelphia	484	279	57.6	3020	6.8	59	17	11	43	253	80.5	189
2003    21	Washington	527	283	53.7	3006	6.2	64	21	16	43	267	73.3	188
2003    22	Denver	479	280	58.5	2969	6.5	72	19	18	25	157	75.6	186
2003    23	Arizona	534	303	56.7	2959	6.1	71	18	22	44	306	68.9	185
2003    24	Detroit	588	319	54.3	2924	5.1	72	17	24	11	64	61.1	183
2003    25	Cleveland	509	313	61.5	2834	6.1	71	17	18	40	282	75.2	177
2003    26	Miami	450	257	57.1	2792	6.7	80	17	19	31	209	72.5	175
2003    27	Oakland	521	278	53.4	2751	5.7	47	9	14	43	237	65.0	172
2003    28	Buffalo	502	293	58.4	2684	6.1	54	11	17	51	385	69.4	168
2003    29	Houston	439	248	56.5	2655	6.5	78	14	18	36	186	69.7	166
2003    30	Chicago	515	271	52.6	2617	5.6	61	12	20	43	288	61.0	164
2003    31	Atlanta	460	230	50.0	2408	5.7	86	14	21	35	223	58.7	151
2003    32	Baltimore	415	217	52.3	2255	6.1	73	16	19	42	262	64.7	141
2002    1	Oakland	619	418	67.5	4475	7.6	75	26	10	36	214	97.2	280
2002    2	St. Louis	635	408	64.3	4154	7.1	58	24	27	46	326	79.9	260
2002    3	Seattle	587	361	61.5	4078	7.3	83	19	16	33	179	83.0	255
2002    4	Indianapolis	591	392	66.3	4055	7.1	69	27	19	23	145	88.8	253
2002    5	Buffalo	612	377	61.6	3995	7.1	73	24	15	54	369	86.0	250
2002    6	NY Giants	549	338	61.6	3951	7.5	82	19	14	24	152	85.4	247
2002    7	Pittsburgh	551	350	63.5	3832	7.3	72	26	22	34	204	84.6	240
2002    8	Denver	554	359	64.8	3824	7.5	82	21	20	46	315	84.8	239
2002    9	Minnesota	558	337	60.4	3685	7.1	61	19	23	49	266	76.1	230
2002    10	Green Bay	580	361	62.2	3627	6.6	85	29	16	27	196	86.6	227
2002    11	Kansas City	477	292	61.2	3622	7.9	99	27	13	26	141	93.5	226
2002    12	New England	605	374	61.8	3577	6.2	49	28	14	31	190	85.3	224
2002    13	Cincinnati	591	350	59.2	3476	6.3	72	17	22	37	256	71.8	217
2002    14	San Francisco	571	354	62.0	3457	6.3	76	23	10	22	119	86.0	216
2002    15	Tampa Bay	567	348	61.4	3445	6.5	76	23	10	41	220	86.3	215
2002    16	New Orleans	538	291	54.1	3441	6.8	64	27	15	37	244	80.8	215
2002    17	NY Jets	485	329	67.8	3418	7.5	47	25	10	32	201	98.3	214
2002    18	Cleveland	552	338	61.2	3412	6.6	78	27	22	35	253	80.5	213
2002    19	Philadelphia	548	318	58.0	3384	6.6	59	27	11	36	222	85.9	212
2002    20	Tennessee	500	306	61.2	3320	6.9	55	22	15	21	121	83.9	208
2002    21	Washington	559	300	53.7	3254	6.3	62	24	20	38	269	72.5	203
2002    22	San Diego	538	324	60.2	3188	6.3	52	17	16	24	180	76.5	199
2002    23	Atlanta	479	268	56.0	3167	7.1	74	18	12	36	217	80.2	198
2002    24	Chicago	543	310	57.1	3051	6.1	76	22	18	44	265	74.8	191
2002    25	Detroit	577	277	48.0	2994	5.5	64	19	25	20	174	57.9	187
2002    26	Miami	455	271	59.6	2890	6.7	77	18	15	25	179	79.3	181
2002    27	Baltimore	479	262	54.7	2847	6.5	77	20	14	41	271	76.5	178
2002    28	Jacksonville	462	268	58.0	2762	6.5	79	18	9	42	257	82.5	173
2002    29	Arizona	548	291	53.1	2740	5.5	80	18	22	41	298	63.7	171
2002    30	Carolina	464	255	55.0	2694	6.4	69	15	22	44	287	65.7	168
2002    31	Dallas	471	252	53.5	2621	6.4	80	14	16	54	399	69.1	164
2002    32	Houston	447	235	52.6	2225	5.9	81	11	15	76	411	64.7	139
